Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG00226,Council of Ministers Committee of Law Enforcement Public Order and Social Discipline,CM,CLEPOSD,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00227,Council of Ministers Commission on Compliance regarding Law Public Order and Social Discipline,CM,CLPOSD,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00228,Council of Ministers Council for the Protection of the Memory of Struggle and Martyrdom,CM,CPMSM,Government Leadership Body National,Organization,RM Rada Ochrony Pamięci Walk i Męczeństwa ; Council for the Protection of Memory of Struggle and Martyrdom,Council of Ministers
ORG00229,Council of Ministers Committee of Science and Technical Progress,CM,CST,Government Leadership Body National,Organization,Goverment Committee on Science and Technical Progress,Council of Ministers
ORG00230,Council of Ministers Committee of Science and Technical Progress Office of Scientific and Technical Progress and Implementation,CM,CSTPO,Government Leadership Body National,Organization,Urząd Postępu Naukowo-Technicznego i Wdrożeń,Council of Ministers
ORG00231,Council of Ministers re Cooperation with Trade Unions,CM,dWZZ,Government Leadership Body National,Organization,Rady Ministrow ds. wspolpracy ze zwiazkami zawodowymi,Council of Ministers
ORG00232,Council of Ministers Housing Bureau,CM,HB,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00233,Council of Ministers Committee on Economics and Organization of the Agricultural Economy,CM,KEiOGR,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00234,Council of Ministers Commission on Economic Reform,CM,KRG,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00235,Council of Ministers Committee on Socio-Economic Issues,CM,KSE,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00236,Council of Ministers Social and Political Committee,CM,KSP,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00237,Council of Ministers Committee on Foreign Economic Cooperation,CM,KWGZ,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00238,Council of Ministers National Mining Council,CM,NMC,Government Leadership Body National,Organization,Państwowej Rady Górnictwa przy URM,Council of Ministers
ORG00239,Council of Ministers Office of Materials Management,CM,OMM,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00240,Council of Ministers Press Bureau,CM,PB,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00241,Council of Ministers Planning Commission,CM,PC,Government Leadership Body National,Organization,Council of Ministers Planning Committee,Council of Ministers
ORG00242,Planning Commission Computing Center,CM,PCCC,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00243,Council of Ministers Economic Council,CM,RE,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00244,Council of Ministers Committee on Grain Economics,CM,RGZ,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00245,Consultative Council to the President of Council of State,CM,RKPRP,Government Leadership Body National,Organization,Advisory Council to the President of the Council of State ; Rada Konsultacyjna przy Przewodniczącym Rady Państwa ; Rada Konsultacyjna przy Przewodniczącym Rady Państwa (Jaruzelski),Council of Ministers
ORG00246,Council of Ministers Legislative Council for the President RM,CM,RL,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00247,Council of Ministers Press Council to the President,CM,RP,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00248,Council of Ministers Committee on Youth Issues,CM,SM,Government Leadership Body National,Organization,NA,Council of Ministers
ORG00249,Copper Mining and Smelting Plant Lubin,CMSPL,,Factory,Organization,NA,Copper Mining and Smelting Plant Lubin
ORG00250,Copper Mining and Smelting Plant Lubin ZG Cuprum,CMSPL,ZGC,Factory,Organization,NA,Copper Mining and Smelting Plant Lubin
ORG00251,Copper Mining and Smelting Plant Lubin ZG Rudna,CMSPL,ZGR,Factory,Organization,NA,Copper Mining and Smelting Plant Lubin
ORG00252,City National Council Gdynia,CNC1,GDY,Government Leadership Body Regional or Local,Organization,Miejskiej Rady Narodowej w Gdyni,City National Council Gdynia
ORG00253,City National Council Krakow,CNC10,KRK,Government Leadership Body Regional or Local,Organization,NA,City National Council Krakow
ORG00254,City National Council Zywiec,CNC11,Zyw,Government Leadership Body Regional or Local,Organization,NA,City National Council Zywiec
ORG00255,City National Council Lodz Department of Health,CNC2,LDH,Government Leadership Body Regional or Local,Organization,NA,City National Council Lodz Department of Health
ORG00256,City National Council Wroclaw,CNC3,Wr,Government Leadership Body Regional or Local,Organization,NA,City National Council Wroclaw
ORG00257,City National Council Kosin,CNC4,KOS,Government Leadership Body Regional or Local,Organization,NA,City National Council Kosin
ORG00258,City National Council Łancut,CNC5,LAN,Government Leadership Body Regional or Local,Organization,NA,City National Council Łancut
ORG00259,City National Council Chrząstowice,CNC6,Chr,Government Leadership Body Regional or Local,Organization,NA,City National Council Chrząstowice
ORG00260,City National Council Lodz,CNC7,L,Government Leadership Body Regional or Local,Organization,NA,City National Council Lodz
ORG00261,City National Council Warsaw,CNC8,Wars,Government Leadership Body Regional or Local,Organization,NA,City National Council Warsaw
ORG00262,City National Council Radom,CNC9,Rad,Government Leadership Body Regional or Local,Organization,NA,City National Council Radom
ORG00263,Council of National Education,CNE,,Government Leadership Body National,Organization,NA,Council of National Education
ORG00264,Central Research and Development Center for Construction Joinery,COBSB,,Research Institute,Organization,NA,Central Research and Development Center for Construction Joinery
ORG00265,CHEMKOP OBR Mining Chemical Raw Materials,COCRM,,Factory,Organization,NA,CHEMKOP OBR Mining Chemical Raw Materials
ORG00266,Central Center for Mining Information Technology,COIG,,Factory,Organization,NA,Central Center for Mining Information Technology
ORG00267,Chief Office Lodz,COLo,,Factory,Organization,NA,Chief Office Lodz
ORG00268,COMECON,COMECON,,International Organization,Organization,RWPG ; Comecon,COMECON
ORG00269,Comecon Global System of Environmental Monitoring,COMECON,GSEM,International Organization,Organization,NA,COMECON
ORG00270,Commandos,COMM,,Opposition Group,Organization,NA,Commandos
ORG00271,Center for Occupational Medicine Warsaw,COMW,,Research Institute,Organization,NA,Center for Occupational Medicine Warsaw
ORG00272,County National Council Chelmie,CoNC1,Ch,Government Leadership Body Regional or Local,Organization,Powiatowej Rady Narodowej w Chełmie,County National Council Chelmie
ORG00273,County National Council Presidium Grojec,CoNC2,Groj,Government Leadership Body Regional or Local,Organization,NA,County National Council Presidium Grojec
ORG00274,2nd Congress of Polish Science,CongPS2,,Conference or Meeting,Event,NA,2nd Congress of Polish Science
ORG00275,3rd Congress of Polish Science,CongPS3,,Conference or Meeting,Event,NA,3rd Congress of Polish Science
ORG00276,Conservation League,CONL,,Independent Society,Organization,NA,Conservation League
ORG00277,Constitutional Tribunal,ConTri,,Government Leadership Body National,Organization,Founded March 26. 1982,Constitutional Tribunal
ORG00278,Chief Office of the Port of Szczecin,COPSz,,Factory,Organization,NA,Chief Office of the Port of Szczecin
ORG00279,Conference of Rectors,COR,,Government Leadership Body National,Organization,NA,Conference of Rectors
ORG00281,"""Czas Przyszły""",CP,,Periodical,Organization,NA,"""Czas Przyszły"""
ORG00282,Congress of Polish Culture,CPC,,Conference or Meeting,Event,NA,Congress of Polish Culture
ORG00283,Center of Polish Culture Paris,CPCP,,Polish Diaspora Group,Organization,NA,Center of Polish Culture Paris
ORG00284,Center for Postgraduate Medical Education,CPME,,Postsecondary School,Organization,Centrum Medyczne Kształcenia Podyplomowego,Center for Postgraduate Medical Education
ORG00285,Center for Postgraduate Medical Education Clinic of Hematology and Immunology,CPME,CHI,Postsecondary School,Organization,NA,Center for Postgraduate Medical Education
ORG00286,Center for Postgraduate Medical Education Department of Social Welfare and Rehabilitation,CPME,DSWR,Postsecondary School,Organization,NA,Center for Postgraduate Medical Education
ORG00287,Meat Industry Headquarters Warsaw,CPMWar,,Factory,Organization,NA,Meat Industry Headquarters Warsaw
ORG00288,Central Planning Office Warsaw,CPO,,Government Leadership Body National,Organization,Central Planning Office,Central Planning Office Warsaw
ORG00289,Center for Psycho-Pedagogical Research at the Headquarters of the Polish Scouting Association,CPRPSA,,Research Institute,Organization,NA,Center for Psycho-Pedagogical Research at the Headquarters of the Polish Scouting Association
ORG00290,Committee for the Protection of the Salt Mine and the City of Wieliczka,CPSMCW,,PRL NGO,Organization,NA,Committee for the Protection of the Salt Mine and the City of Wieliczka
ORG00291,Party College of the Central Committee of the Communist Party of the Soviet Union,CPSU,CCPC,Postsecondary School,Organization,NA,Party College of the Central Committee of the Communist Party of the Soviet Union
ORG00292,Higher School of Social Sciences run by Communist Party of the Soviet Union,CPSU,WSSS,Postsecondary School,Organization,NA,Party College of the Central Committee of the Communist Party of the Soviet Union
ORG00293,Center for Research and Analysis,CRA,,Research Institute,Organization,NA,Center for Research and Analysis
ORG00294,Center for Research and Development in Computer Science,CRDCS,,Research Institute,Organization,NA,Center for Research and Development in Computer Science
ORG00295,Center for Research and Development of the Central Union of Cooperative Housing Department of Social and Economic Research,CRDCUC,,Research Institute,Organization,NA,Center for Research and Development of the Central Union of Cooperative Housing Department of Social and Economic Research
ORG00296,Center for Research and Design Copper Mine CUPRUM,CRDCUP,,Research Institute,Organization,NA,Center for Research and Design Copper Mine CUPRUM
ORG00297,Car Repair Plant in Wałbrzych,CRPW,,Factory,Organization,NA,Car Repair Plant in Wałbrzych
ORG00298,Commission for the Realization of the Rzeszow-Ustrycki Agreement,CRRUA,,Opposition Group,Organization,Komisja ds. Realizacji Porozumien Rzeszowsko-Utrzyckich,Commission for the Realization of the Rzeszow-Ustrycki Agreement
ORG00299,Club for a Self-Governing Republic,CSGR,,Salon,Organization,NA,Club for a Self-Governing Republic
ORG00300,Cooperative Services Multi-industry Geoinbud Wrocław,CSMGW,,Factory,Organization,NA,Cooperative Services Multi-industry Geoinbud Wrocław
ORG00301,Chemitex-Stilon Plant Fibers Chemical Plant in Gorzów Wielkapolska,CSPFC,,Factory,Organization,NA,Chemitex-Stilon Plant Fibers Chemical Plant in Gorzów Wielkapolska
ORG00302,Committee for Social Trust,CST,,Independent Society,Organization,NA,Committee for Social Trust
ORG00303,Ciechanów Teachers College,CTC,,Postsecondary School,Organization,NA,Ciechanów Teachers College
ORG00304,County Union of Communal Cooperatives Chełm,CUCC,Ch,Factory,Organization,Powiatowego Związku Gminnych Spółdzielni w Chełmie,County Union of Communal Cooperatives Chełm
ORG00305,Concordia University Montreal,CUM,,Postsecondary School,Organization,NA,Concordia University Montreal
ORG00306,Central Welfare Council Ożarów,CWC,OZ,Government Leadership Body Regional or Local,Organization,NA,Central Welfare Council Ożarów
ORG00307,Cardinal Stefan Wyszyński Catholic Workers University in Kraków,CWCWU,,Postsecondary School,Organization,NA,Cardinal Stefan Wyszyński Catholic Workers University in Kraków
ORG00308,Charter of Workers Rights,CWR,,Protest Statement,Event,Charter of Workers Rights – Karty Praw Robotnicznych,Charter of Workers Rights
ORG00309,"""Chrześcijanin w śwecie""",CWS,,Periodical,Organization,NA,"""Chrześcijanin w śwecie"""
ORG00310,University of Christian Workers,CWU,,Postsecondary School,Organization,NA,University of Christian Workers
ORG00311,"Catholic Youth Academic Association ""Soli Deo""",CYASD,,Independent Society,Organization,NA,"Catholic Youth Academic Association ""Soli Deo"""
ORG00312,Center for Children's Health Warsaw,CZDW,,Medical Facility,Organization,NA,Center for Children's Health Warsaw
ORG00313,Central Mining Supply Katowice,CZGKat,,Factory,Organization,NA,Central Mining Supply Katowice
ORG00314,Czerniakowski Hospital Warsaw,CZHW,,Medical Facility,Organization,NA,Czerniakowski Hospital Warsaw
ORG00315,Main Union of Agriculutral Circles,CZKR,,PRL NGO,Organization,NA,Main Union of Agriculutral Circles
ORG00316,Central Crafts Union,CZRzem,,PRL NGO,Organization,Centralnego Związku Rzemosła,Central Crafts Union
ORG00317,Central Union of Housing and Building Cooperatives,CZSBM,,PRL NGO,Organization,Centralny Związek Spółdzielczości Budownictwa Mieszkaniowego,Central Union of Housing and Building Cooperatives
ORG00318,"Central Union of Grocery Cooperatives ""Spolem""",CZSSSpol,,PRL NGO,Organization,NA,"Central Union of Grocery Cooperatives ""Spolem"""
ORG00319,"""Czytelnik""",CZYT,,Periodical,Organization,NA,"""Czytelnik"""
ORG00320,Diocesan Assistance Committee Gornów Wielkopolska,DACGW,,Charitable or Humanitarian Organization,Organization,NA,Diocesan Assistance Committee Gornów Wielkopolska
ORG00321,Diocesan Assistance Committee Żielona Gora,DACZG,,Charitable or Humanitarian Organization,Organization,NA,Diocesan Assistance Committee Żielona Gora
ORG00322,"""Die Andere Zeitung""",DAZ,,Periodical,Organization,NA,"""Die Andere Zeitung"""
ORG00323,District Board of Mining in Wrocław,DBMW,,Government Agency Regional or Local,Organization,NA,District Board of Mining in Wrocław
ORG00324,Demonstration Cadre,DCad,,Opposition Group,Organization,NA,Demonstration Cadre
ORG00325,Discussion club Clan of the Burning Tomato,DCCBT,,Salon,Organization,NA,Discussion club Clan of the Burning Tomato
ORG00326,Declaration of the Circle of Friends of the Polish-Czechoslovak Solidarity,DCFPCS,,Protest Statement,Event,NA,Declaration of the Circle of Friends of the Polish-Czechoslovak Solidarity
